post_slug,post_title,post_type,permalink,equation_count,display_equation_count,inline_equation_count,top_domains,top_tools,recommended_feature_stack,example_equations
nonlinear-dynamics-chaos-and-complex-physical-systems,"Nonlinear Dynamics, Chaos, and Complex Physical Systems",post,https://sustainablecatalyst.com/nonlinear-dynamics-chaos-and-complex-physical-systems/,61,36,25,"Mathematical Modeling | Electrical, RF, and Power Systems | Systems Modeling | Engineering",systems-modeling-tool | systems-thinking-tool | regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check,"a x_1(t) + b x_2(t) ; \frac{d\mathbf{x}}{dt} = \mathbf{F}(\mathbf{x},t) ; \frac{dx}{dt} = rx(1-x) ; \ddot{\theta} + \frac{g}{\ell}\sin\theta = 0 ; \frac{dx}{dt} = \sigma(y-x)"
total-differentials-and-local-approximation-in-higher-dimensions,Total Differentials and Local Approximation: How Calculus Estimates Multivariable System Change,post,https://sustainablecatalyst.com/total-differentials-and-local-approximation-in-higher-dimensions/,58,35,23,"Health and Clinical Research | Electrical, RF, and Power Systems | Mathematical Modeling | Engineering",clinical-research-calculator | health-and-medical-public-health-analytics-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | mechanical-systems-engineering-tool | structural-engineering-tool | decision-analysis-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"z=f(x,y) ; dz=\frac{\partial f}{\partial x}dx+\frac{\partial f}{\partial y}dy ; df=f_x\,dx+f_y\,dy ; df=f_x\,dx+f_y\,dy+f_z\,dz ; df=\sum_{i=1}^{n}\frac{\partial f}{\partial x_i}dx_i"
gravitation-orbits-and-celestial-mechanics,"Gravitation, Orbits, and Celestial Mechanics",post,https://sustainablecatalyst.com/gravitation-orbits-and-celestial-mechanics/,48,35,13,Astrophysics and Aerospace,rocket-science-and-orbital-mechanics-calculator | astrophysics-research-calculator | mechanical-systems-engineering-tool | structural-engineering-tool | energy-systems-calculator | climate-change-scenario-tool | regression-analyzer | predictive-analytics-forecasting-tool,equation-explainer | article-tool-router,F = G\frac{m_1m_2}{r^2} ; \mathbf{F} = -G\frac{Mm}{r^2}\hat{\mathbf{r}} ; U(r) = -G\frac{Mm}{r} ; \mu_{\mathrm{red}} = \frac{m_1m_2}{m_1+m_2} ; \mu = GM
causal-inference-experimental-design-ai-systems,Causal Inference and Experimental Design in AI Systems,post,https://sustainablecatalyst.com/causal-inference-experimental-design-ai-systems/,48,34,14,"Electrical, RF, and Power Systems | Mathematical Modeling | Risk, Resilience, and Global Impact | Predictive Analytics",systems-modeling-tool | regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | decision-analysis-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"P(Y \mid X) ; P(Y \mid \mathrm{do}(X=x)) ; Y_i(1),\quad Y_i(0) ; \tau_i=Y_i(1)-Y_i(0) ; ATE=E[Y(1)-Y(0)]"
equilibrium-dynamics-reversible-systems,Equilibrium and the Dynamics of Reversible Systems,post,https://sustainablecatalyst.com/equilibrium-dynamics-reversible-systems/,48,34,14,"Mathematical Modeling | Electrical, RF, and Power Systems | Engineering | Health and Clinical Research",mechanical-systems-engineering-tool | structural-engineering-tool | systems-modeling-tool | systems-thinking-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | energy-systems-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,aA + bB \rightleftharpoons cC + dD ; Q_c = \frac{[C]^c[D]^d}{[A]^a[B]^b} ; Q_p = \frac{P_C^cP_D^d}{P_A^aP_B^b} ; K_c = \frac{[C]_{\mathrm{eq}}^c[D]_{\mathrm{eq}}^d}{[A]_{\mathrm{eq}}^a[B]_{\mathrm{eq}}^b} ; K^{-1}
chemical-kinetics-reaction-mechanisms,Chemical Kinetics and Reaction Mechanisms,post,https://sustainablecatalyst.com/chemical-kinetics-reaction-mechanisms/,42,34,8,"Mathematical Modeling | Electrical, RF, and Power Systems | Energy and Climate | Health and Clinical Research",systems-modeling-tool | systems-thinking-tool | energy-systems-calculator | climate-change-scenario-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | limits-to-growth-system-dynamics-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,aA + bB \rightarrow pP + qQ ; v = -\frac{1}{a}\frac{d[A]}{dt} = -\frac{1}{b}\frac{d[B]}{dt} = \frac{1}{p}\frac{d[P]}{dt} = \frac{1}{q}\frac{d[Q]}{dt} ; v = k[A]^m[B]^n ; m+n ; \frac{d[A]}{dt} = -k[A]
robustness-adversarial-resilience-machine-learning,Robustness and Adversarial Resilience in Machine Learning,post,https://sustainablecatalyst.com/robustness-adversarial-resilience-machine-learning/,43,33,10,"Engineering | Electrical, RF, and Power Systems | Risk, Resilience, and Global Impact | Environmental Monitoring",decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | environmental-monitoring-qaqc-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"Robustness = Stability\ Under\ Specified\ Stress ; x' = x + \delta ; \left\|x'-x\right\|_p \leq \epsilon ; f(x') \neq y ; \mathcal{T}=(G,A,K,C,L)"
jacobians-and-multivariable-transformation,Jacobians and Multivariable Transformation: How Calculus Maps Local System Change,post,https://sustainablecatalyst.com/jacobians-and-multivariable-transformation/,54,32,22,Health and Clinical Research | Mathematical Modeling | Energy and Climate | Predictive Analytics,systems-modeling-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | systems-thinking-tool | limits-to-growth-system-dynamics-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"\mathbf{F}:\mathbb{R}^n\to\mathbb{R}^m ; d\mathbf{y}\approx J_{\mathbf{F}}(\mathbf{x})\,d\mathbf{x} ; \mathbf{F}(x_1,x_2,\ldots,x_n)= \left( F_1(x_1,\ldots,x_n), F_2(x_1,\ldots,x_n), \ldots, F_m(x_1,\ldots,x_n) \right) ; \mathbf{F}(x,y)= \left( x^2+y,\; xy+3y \right) ; J_{\mathbf{F}}(x,y)= \begin{bmatrix} 2x & 1 \\ y & x+3 \end{bmatrix}"
computer-vision-and-machine-perception,Computer Vision and Machine Perception,post,https://sustainablecatalyst.com/computer-vision-and-machine-perception/,53,32,21,"Electrical, RF, and Power Systems | Environmental Monitoring | Mathematical Modeling | Predictive Analytics",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | environmental-monitoring-qaqc-tool | environmental-science-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,"I = R(S,L,V,C) ; \hat{S} = \arg\max_S P(S \mid I) ; I \in \mathbb{R}^{H \times W \times C} ; f_\theta: \mathbb{R}^{H \times W \times C} \rightarrow \mathbb{R}^{d} ; (I*K)(x,y) = \sum_i\sum_j I(x+i,y+j)K(i,j)"
human-ai-interaction-interface-design,Human–AI Interaction and Interface Design,post,https://sustainablecatalyst.com/human-ai-interaction-interface-design/,52,31,21,"Electrical, RF, and Power Systems | Environmental Monitoring",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | decision-analysis-tool | global-impact-assessment-matrix | systems-modeling-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"S_{\mathrm{HAI}}=(M,I,U,C,W,G) ; Effective\ AI\ Performance = Model\ Quality \times Interaction\ Quality ; M_u=g(I,O,F,E) ; Interface\ Cues \rightarrow Mental\ Model \rightarrow Reliance ; Human\ Centered\ AI = Users + Affected\ People + Workflows + Governance"
partial-derivatives-and-interaction-effects,Partial Derivatives and Interaction Effects: How Calculus Measures Local System Sensitivity,post,https://sustainablecatalyst.com/partial-derivatives-and-interaction-effects/,46,31,15,Health and Clinical Research,clinical-research-calculator | health-and-medical-public-health-analytics-tool | decision-analysis-tool | global-impact-assessment-matrix | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator | rf-and-antenna-calculator,predictive-modeling | statistical-diagnostics,"z=f(x,y) ; \frac{\partial f}{\partial x} ; \frac{\partial f}{\partial y} ; \frac{\partial f}{\partial x}(a,b)=\lim_{h\to 0}\frac{f(a+h,b)-f(a,b)}{h} ; \frac{\partial f}{\partial y}(a,b)=\lim_{h\to 0}\frac{f(a,b+h)-f(a,b)}{h}"
improper-integrals-and-unbounded-quantities,Improper Integrals and Unbounded Quantities: How Calculus Handles Infinite Limits and System Extremes,post,https://sustainablecatalyst.com/improper-integrals-and-unbounded-quantities/,68,30,38,"Mathematical Modeling | Risk, Resilience, and Global Impact | Engineering | Health and Clinical Research",systems-modeling-tool | systems-thinking-tool | decision-analysis-tool | global-impact-assessment-matrix | limits-to-growth-system-dynamics-tool | economics-calculator | economics-forecasting-and-scenario-tool | econometrics-and-policy-model-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,"\int_a^\infty f(x)\,dx=\lim_{b\to\infty}\int_a^b f(x)\,dx ; \int_a^b f(x)\,dx=\lim_{c\to a^+}\int_c^b f(x)\,dx ; \int_a^b f(x)\,dx ; \int_a^\infty f(x)\,dx,\qquad \int_{-\infty}^b f(x)\,dx,\qquad \int_{-\infty}^{\infty} f(x)\,dx ; \int_a^b f(x)\,dx\quad\text{where }f(x)\text{ becomes unbounded inside or at an endpoint}"
machine-learning-foundations-how-systems-learn-from-data,Machine Learning Foundations: How Systems Learn from Data,post,https://sustainablecatalyst.com/machine-learning-foundations-how-systems-learn-from-data/,46,30,16,"Electrical, RF, and Power Systems | Environmental Monitoring | Risk, Resilience, and Global Impact | Predictive Analytics",regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | decision-analysis-tool | global-impact-assessment-matrix | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"Machine\ Learning = Data + Representation + Objective + Optimization + Evaluation ; \mathrm{Learning} = (E,T,P) ; \hat{y}=f_\theta(x) ; \theta_0 \rightarrow \theta_1 \rightarrow \cdots \rightarrow \theta^* ; D=\{(x_i,y_i)\}_{i=1}^{n}"
neural-networks-and-pattern-recognition-in-artificial-intelligence,Neural Networks and Pattern Recognition,post,https://sustainablecatalyst.com/neural-networks-and-pattern-recognition-in-artificial-intelligence/,45,30,15,"Electrical, RF, and Power Systems | Predictive Analytics | Mathematical Modeling | Environmental Monitoring",regression-analyzer | predictive-analytics-forecasting-tool | time-series-diagnostics-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | decision-analysis-tool | global-impact-assessment-matrix,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,Pattern\ Recognition = Data + Representation + Objective + Evaluation ; f_\theta:X\rightarrow Y ; \hat{y}=f_\theta(x) ; h_{\ell+1}=\sigma(W_\ell h_\ell+b_\ell) ; f_\theta(x) = f_L\circ f_{L-1}\circ \cdots \circ f_1(x)
trust-interpretability-user-centered-ai-systems,"Trust, Interpretability, and User-Centered AI Systems",post,https://sustainablecatalyst.com/trust-interpretability-user-centered-ai-systems/,44,30,14,"Electrical, RF, and Power Systems | Risk, Resilience, and Global Impact | Systems Modeling | Mathematical Modeling",electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-modeling-tool | limits-to-growth-system-dynamics-tool | decision-analysis-tool | global-impact-assessment-matrix | regression-analyzer,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,"T_u \approx W_s ; Trustworthy\ AI = Validity + Usability + Accountability ; \hat{y}=f(x),\quad e_x=E(f,x) ; User\ Centered\ AI = Task + Context + Explanation + Control + Remedy ; M_u = g(I,O,F)"
hessians-curvature-and-local-structure,"Hessians, Curvature, and Local Structure: Second-Order Calculus for Systems Modeling",post,https://sustainablecatalyst.com/hessians-curvature-and-local-structure/,43,30,13,"Mathematical Modeling | Health and Clinical Research | Electrical, RF, and Power Systems | Risk, Resilience, and Global Impact",systems-modeling-tool | electronics-engineering-calculator | rf-and-antenna-calculator | power-systems-engineering-tool | systems-thinking-tool | clinical-research-calculator | health-and-medical-public-health-analytics-tool | decision-analysis-tool,equation-explainer | systems-modeling-tool | scenario-simulation | predictive-modeling | statistical-diagnostics | engineering-estimator | unit-and-safety-check | policy-economics-scorecard | tradeoff-analysis,"f:\mathbb{R}^n\to\mathbb{R} ; \nabla f(\mathbf{x}) ; H_f(\mathbf{x}) ; f(x,y) ; H_f(\mathbf{x})= \left[ \frac{\partial^2 f}{\partial x_i\partial x_j} \right]_{i,j=1}^{n}"
topological-matter-and-quantum-phases,Topological Matter and Quantum Phases,post,https://sustainablecatalyst.com/topological-matter-and-quantum-phases/,60,29,31,"Mathematical Modeling | Energy and Climate | Electrical, RF, and Power Systems | Engineering",systems-modeling-tool | systems-thinking-tool | energy-systems-calculator | climate-change-scenario-tool | limits-to-growth-system-dynamics-tool | mechanical-systems-engineering-tool | structural-engineering-tool | electronics-engineering-calculator,equation-explainer | systems-modeling-tool | scenario-simulation | environmental-monitoring | climate-scenario-analysis | engineering-estimator | unit-and-safety-check,\Delta E \rightarrow 0 ; \psi_{n\mathbf{k}}(\mathbf{r}) = e^{i\mathbf{k}\cdot\mathbf{r}} u_{n\mathbf{k}}(\mathbf{r}) ; \mathbf{A}_n(\mathbf{R}) = i\langle u_n(\mathbf{R})|\nabla_{\mathbf{R}}u_n(\mathbf{R})\rangle ; \gamma_n = \oint_C \mathbf{A}_n\cdot d\mathbf{R} ; \mathbf{\Omega}_n = \nabla_{\mathbf{R}}\times\mathbf{A}_n
